Date,Meal,Calories,Fat (g),Saturated Fat,Polyunsaturated Fat,Monounsaturated Fat,Trans Fat,Cholesterol,Sodium (mg),Potassium,Carbohydrates (g),Fiber,Sugar,Protein (g),Vitamin A,Vitamin C,Calcium,Iron
2024-12-06,Dinner,507,19,2,2,10,0,165,222,1700,37,15,15,53,40,431,23,17
2024-12-06,Lunch,479,29,9,6,11,0,1121,727,444,5,0,1,47,15,0,37,29
2024-12-06,Snacks,150,4,1,0,0,0,0,170,0,29,0,13,1,0,0,0,6
2024-12-07,Breakfast,534,7,1,1,1,0,35,408,970,57,10,15,64,0,3,68,33
2024-12-07,Dinner,714,34,5,4,20,0,165,303,2571,53,25,16,60,40,480,34,25
2024-12-07,Lunch,607,35,12,8,12,0,1121,1129,684,40,27,4,57,15,153,49,36
2024-12-07,Snacks,259,5,1,0,0,0,0,266,502,55,3,38,4,0,58,3,13
2024-12-08,Dinner,659,23,2,2,9,0,0,73,955,15,10,1,56,0,16,14,17
2024-12-08,Lunch,811,24,2,2,11,0,411,1020,2337,26,14,6,121,53,107,45,26
2024-12-09,Breakfast,334,3,0,0,0,0,28,251,659,35,8,20,43,0,25,50,16
2024-12-09,Dinner,1238,50,16,4,25,2,304,396,4163,82,18,5,113,5,146,20,93
2024-12-09,Lunch,499,29,9,6,11,0,1121,666,744,8,2,2,49,15,0,45,38
2024-12-09,Snacks,389,15,6,0,0,0,0,280,0,56,1,12,6,0,0,0,10
2024-12-10,Breakfast,315,3,0,0,0,0,25,273,621,35,7,18,39,0,24,45,15
2024-12-10,Dinner,1038,35,14,2,14,2,311,484,3060,64,12,11,111,59,368,17,82
2024-12-10,Lunch,661,44,12,8,21,0,1121,883,1329,17,9,2,51,453,50,45,43
2024-12-10,Snacks,103,1,0,0,0,0,0,0,0,22,0,0,1,0,0,0,0
2024-12-11,Breakfast,319,3,0,0,0,0,27,289,646,32,7,15,42,0,31,49,16
2024-12-11,Dinner,1091,35,14,2,14,2,311,484,3456,77,14,13,113,51,500,17,86
2024-12-11,Lunch,622,42,10,7,21,0,935,814,1357,18,10,2,45,453,53,42,39
2024-12-11,Snacks,264,1,0,0,0,0,0,0,0,22,0,0,1,0,0,0,0
2024-12-12,Breakfast,255,2,1,0,0,0,24,290,497,21,4,9,38,0,2,46,15
2024-12-12,Dinner,670,3,1,1,1,0,148,389,2950,86,12,4,91,1,156,18,41
2024-12-12,Lunch,743,45,12,8,20,0,1121,1216,1360,30,11,3,60,453,48,57,48
2024-12-12,Snacks,454,5,0,1,1,0,0,179,307,87,5,21,15,0,0,3,15
2024-12-13,Breakfast,400,4,1,1,1,0,25,314,668,40,7,10,50,0,2,54,22
2024-12-13,Dinner,735,14,3,2,8,0,148,350,3020,80,16,4,91,1,145,18,40
2024-12-13,Lunch,777,48,12,8,22,0,1121,1234,1462,32,13,3,60,453,52,57,49
2024-12-13,Snacks,512,15,0,0,0,0,0,40,0,88,0,48,5,0,0,0,0
2024-12-14,Breakfast,286,2,1,0,0,0,25,313,560,20,4,10,46,0,2,52,14
2024-12-14,Dinner,930,25,0,0,0,0,0,178,1964,72,10,4,107,1,124,14,27
2024-12-14,Lunch,770,47,12,8,21,0,1121,1274,1484,32,13,3,60,515,55,58,50
2024-12-14,Snacks,792,33,1,0,0,0,0,170,0,120,0,69,6,0,0,0,6
2024-12-15,Breakfast,257,2,0,0,0,0,21,281,517,19,3,10,41,0,2,43,12
2024-12-15,Snacks,89,2,1,0,0,0,0,395,0,19,0,3,1,0,0,0,1
2024-12-16,Breakfast,344,4,1,0,0,0,69,263,400,24,3,9,54,0,2,35,6
2024-12-16,Dinner,588,3,1,1,1,0,148,319,2625,69,12,10,88,0,116,18,33
2024-12-16,Lunch,726,45,12,8,20,0,1118,1200,1462,30,12,3,55,582,58,49,52
2024-12-16,Snacks,225,1,0,0,0,0,0,40,0,50,0,20,3,0,0,0,0
2024-12-17,Breakfast,488,6,1,1,1,0,71,294,587,46,6,11,63,0,2,41,14
2024-12-17,Dinner,658,4,1,1,1,0,148,520,3124,83,16,13,94,0,495,22,36
2024-12-17,Lunch,716,45,12,7,20,0,1116,1009,1312,30,12,3,51,0,16,40,48
2024-12-17,Snacks,229,1,0,0,0,0,0,40,0,51,0,20,3,0,0,0,0
2024-12-18,Breakfast,455,8,1,1,1,0,59,306,496,51,8,7,47,0,2,19,21
2024-12-18,Dinner,678,4,1,1,1,0,148,523,3237,88,17,13,94,0,504,23,37
2024-12-18,Lunch,683,43,11,7,19,0,1116,1238,839,43,30,2,47,0,13,26,44
2024-12-18,Snacks,233,1,0,0,0,0,0,40,0,51,0,20,3,0,0,0,0
2024-12-19,Breakfast,475,8,1,1,1,0,59,327,506,57,12,7,47,0,2,19,21
2024-12-19,Dinner,638,4,1,1,1,0,148,453,3034,78,14,9,93,0,458,17,35
2024-12-19,Lunch,632,32,10,6,11,0,1116,1359,1042,53,30,10,47,0,18,31,44
2024-12-19,Snacks,231,1,0,0,0,0,0,90,300,58,0,21,3,0,0,0,0
2024-12-20,Dinner,600,23,0,0,0,0,0,0,0,0,0,0,92,0,0,0,0
2024-12-20,Lunch,771,46,14,9,17,0,1674,1446,663,37,25,2,65,0,0,33,56
2024-12-20,Snacks,209,1,0,0,0,0,0,20,0,45,0,10,3,0,0,0,0
2024-12-21,Dinner,1634,70,10,6,11,0,1116,447,1564,35,6,16,206,0,40,26,37
2024-12-21,Snacks,304,10,2,0,0,0,8,203,0,42,2,18,5,0,0,9,4
2024-12-22,Breakfast,333,5,1,0,0,0,10,194,487,30,4,17,48,1,81,19,4
2024-12-22,Dinner,663,16,4,2,3,0,306,780,1758,31,22,4,109,18,11,32,12
2024-12-22,Lunch,595,35,11,6,11,0,1135,1233,717,28,23,2,53,0,18,30,37
2024-12-23,Breakfast,499,5,1,0,0,0,20,215,873,51,4,33,64,0,23,23,6
2024-12-23,Dinner,727,30,7,3,17,0,174,177,2484,46,14,19,71,21,765,14,37
2024-12-23,Lunch,785,38,11,6,11,0,1121,1470,786,46,29,2,63,15,0,56,45
2024-12-23,Snacks,90,3,2,0,0,0,0,50,0,17,0,7,1,0,0,0,0
2024-12-24,Breakfast,358,1,0,0,0,0,20,159,962,57,6,38,32,1,199,24,8
2024-12-24,Dinner,998,29,3,0,0,0,123,628,1440,33,24,6,160,0,17,15,70
2024-12-24,Lunch,631,33,11,6,11,0,1121,1373,1117,40,27,8,55,15,17,51,32
2024-12-25,Breakfast,626,9,3,1,0,0,74,385,1434,71,9,48,74,2,290,52,13
2024-12-25,Dinner,548,36,15,0,0,0,189,170,303,5,2,1,50,0,24,10,29
2024-12-25,Lunch,612,37,12,6,14,0,1121,1018,611,28,23,1,53,15,5,43,30
2024-12-26,Breakfast,527,6,1,1,0,0,70,315,1262,66,8,48,59,2,290,46,13
2024-12-26,Dinner,548,36,15,0,0,0,189,170,303,5,2,1,50,0,24,10,29
2024-12-26,Lunch,894,49,13,7,19,0,1121,1503,897,49,32,2,62,15,14,50,40
2024-12-26,Snacks,230,5,4,0,0,0,0,0,0,44,0,24,1,0,0,0,0
2024-12-27,Snacks,150,5,1,0,0,0,0,95,90,24,3,10,2,0,0,2,3
